0,1,2
58.21437072753906,-27.238386154174805,0.0
58.244205474853516,-27.485164642333984,0.0
58.91852951049805,-27.235597610473633,0.0
58.64310836791992,-27.65001678466797,0.0
58.24074172973633,-27.47836685180664,0.0
58.6428337097168,-27.65007781982422,0.0
58.55978775024414,-26.93279457092285,0.0
58.33209991455078,-27.587879180908203,0.0
58.54963302612305,-26.933053970336914,0.0
58.87570571899414,-27.46876335144043,0.0
58.2445068359375,-27.48573112487793,0.0
58.86993408203125,-27.113689422607422,0.0
58.778167724609375,-27.012170791625977,0.0
58.91189193725586,-27.208717346191406,0.0
58.88794708251953,-27.440818786621094,0.0
58.334999084472656,-27.590084075927734,0.0
58.203922271728516,-27.324968338012695,0.0
58.6577262878418,-27.645938873291016,0.0
58.56089401245117,-26.93279266357422,0.0
58.64276885986328,-27.650094985961914,0.0
58.561187744140625,-26.932790756225586,0.0
58.88783645629883,-27.441070556640625,0.0
58.307167053222656,-27.02006721496582,0.0
58.7628059387207,-26.99982261657715,0.0
89.9410629272461,9.271252632141113,1.0
89.89525604248047,15.340832710266113,1.0
90.69012451171875,15.522237777709961,1.0
91.1436767578125,15.793425559997559,1.0
89.2851791381836,14.465760231018066,1.0
88.34308624267578,9.926374435424805,1.0
90.71149444580078,15.786170959472656,1.0
88.27704620361328,8.697670936584473,1.0
90.77810668945312,15.39042854309082,1.0
88.95113372802734,12.293776512145996,1.0
88.28228759765625,14.425016403198242,1.0
90.8510971069336,15.828715324401855,1.0
87.9058609008789,10.515691757202148,1.0
87.4892807006836,14.031302452087402,1.0
91.05411529541016,8.67153263092041,1.0
93.27992248535156,12.024757385253906,1.0
91.64239501953125,13.410527229309082,1.0
91.05815124511719,11.88886833190918,1.0
86.21845245361328,10.688705444335938,1.0
92.44775390625,12.315836906433105,1.0
90.06024932861328,13.38144302368164,1.0
84.7257080078125,12.528676986694336,1.0
86.8338394165039,8.220372200012207,1.0
90.03753662109375,12.43470287322998,1.0
90.78031158447266,11.671981811523438,1.0
89.92899322509766,13.332043647766113,1.0
89.98184204101562,10.501641273498535,1.0
90.56818389892578,15.391193389892578,1.0
86.88727569580078,8.20295524597168,1.0
91.74844360351562,14.492304801940918,1.0
87.61811828613281,14.004693031311035,1.0
88.249755859375,8.918903350830078,1.0
91.17708587646484,15.709004402160645,1.0
88.52265930175781,10.484772682189941,1.0
88.77350616455078,12.958250045776367,1.0
89.97945404052734,13.367348670959473,1.0
91.19722747802734,15.384607315063477,1.0
87.50163269042969,15.07071304321289,1.0
90.13878631591797,15.040329933166504,1.0
91.13650512695312,15.762794494628906,1.0
91.87592315673828,14.293014526367188,1.0
88.6069564819336,10.432458877563477,1.0
91.24627685546875,15.568472862243652,1.0
86.14376068115234,8.185111045837402,1.0
85.92344665527344,10.915590286254883,1.0
84.5454330444336,12.51678466796875,1.0
90.6494140625,15.046477317810059,1.0
88.38887786865234,8.092164993286133,1.0
91.43211364746094,12.552372932434082,1.0
91.39864349365234,15.219160079956055,1.0
86.52949523925781,12.506648063659668,1.0
89.80424499511719,10.881412506103516,1.0
90.41899108886719,15.194578170776367,1.0
89.2692642211914,13.368744850158691,1.0
86.74773406982422,10.705737113952637,1.0
90.001708984375,8.344139099121094,1.0
91.05079650878906,14.553943634033203,1.0
88.3922119140625,9.412656784057617,1.0
87.57484436035156,15.106748580932617,1.0
90.2525863647461,12.662810325622559,1.0
89.76483917236328,15.518917083740234,1.0
91.70690155029297,12.421487808227539,1.0
88.69034576416016,10.882068634033203,1.0
90.5782241821289,14.56982421875,1.0
86.60147857666016,12.898774147033691,1.0
85.41131591796875,13.297476768493652,1.0
91.25871276855469,15.49265193939209,1.0
86.59304809570312,12.73481559753418,1.0
91.1883316040039,14.970008850097656,1.0
90.4749984741211,11.62743854522705,1.0
90.4283218383789,14.450516700744629,1.0
89.29754638671875,11.921470642089844,1.0
88.25425720214844,8.447513580322266,1.0
91.8480224609375,12.767279624938965,1.0
